score	in	out	size	page
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-auto-repair-shops-in-miami-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-auto-repair-shops-in-phoenix-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-auto-repair-shops-in-portland-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-auto-repair-shops-in-seattle-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-fence-companies-in-miami-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-fence-companies-in-phoenix-san-diego.html
102	10	26	large	almost-30-left-my-job-to-start-an-online-service-businesssurviving-but-constantly-anxious-about-clients-leaving-not-sure-if-i-should-go-back-to-a-job-for-fence-companies-in-seattle-san-diego.html
102	10	26	large	anyone-use-a-one-stop-shop-platform-that-does-a-checking-account-expense-management-and-invoicing-for-food-beverage-in-los-angeles-san-diego.html
102	10	26	large	anyone-use-a-one-stop-shop-platform-that-does-a-checking-account-expense-management-and-invoicing-for-nonprofit-community-in-los-angeles-san-diego.html
102	10	26	large	finance-keeps-blocking-orders-because-customers-hit-credit-limits-how-do-you-balance-credit-limits-without-handcuffing-sales-for-ice-cream-shops-in-los-angeles-san-diego.html
102	10	26	large	finance-keeps-blocking-orders-because-customers-hit-credit-limits-how-do-you-balance-credit-limits-without-handcuffing-sales-for-trades-home-services-in-los-angeles-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-storage-facilities-in-los-angeles-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-tax-preparers-in-los-angeles-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-vacation-rentals-in-los-angeles-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-web-designers-in-denver-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-wedding-photographers-in-denver-san-diego.html
102	9	28	large	1-year-into-my-business-and-my-brain-keeps-saying-quit-for-window-cleaners-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-auto-detailers-in-dallas-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-business-coaches-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-car-washes-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-carpet-cleaners-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-cleaning-companies-in-miami-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-cleaning-companies-in-phoenix-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-cleaning-companies-in-portland-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-cleaning-companies-in-seattle-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-clothing-boutiques-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-coffee-shops-in-dallas-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-community-organizations-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-concrete-contractors-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-daycare-centers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-escape-rooms-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-event-planners-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-financial-advisors-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-food-trucks-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-general-contractors-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-ghost-kitchens-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-hr-consultants-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-insulation-contractors-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-interior-designers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-juice-bars-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-law-firms-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-makeup-artists-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-medical-spas-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-mortgage-brokers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-music-teachers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-nail-salons-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-painting-contractors-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-personal-trainers-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-pet-stores-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-pressure-washers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-private-schools-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-seo-agencies-in-denver-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-software-developers-in-los-angeles-san-diego.html
102	9	28	large	150-customer-messages-and-admin-tasks-handled-by-ai-the-owner-didnt-touch-a-thing-for-solar-installers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-auto-detailers-in-dallas-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-business-coaches-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-car-washes-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-carpet-cleaners-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-clothing-boutiques-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-coffee-shops-in-dallas-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-community-organizations-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-concrete-contractors-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-daycare-centers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-escape-rooms-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-event-planners-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-fence-companies-in-miami-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-fence-companies-in-phoenix-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-fence-companies-in-portland-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-fence-companies-in-seattle-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-financial-advisors-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-food-trucks-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-general-contractors-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-ghost-kitchens-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-hr-consultants-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-insulation-contractors-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-interior-designers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-juice-bars-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-law-firms-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-makeup-artists-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-medical-spas-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-mortgage-brokers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-music-teachers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-nail-salons-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-painting-contractors-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-personal-trainers-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-pet-stores-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-pressure-washers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-private-schools-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-seo-agencies-in-denver-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-software-developers-in-los-angeles-san-diego.html
102	9	28	large	a-few-weeks-ago-i-asked-this-sub-how-to-price-my-saas-i-launched-it-heres-where-i-stand-for-solar-installers-in-los-angeles-san-diego.html
102	9	28	large	a-seller-on-our-marketplace-used-a-fake-id-and-we-had-no-idea-until-a-buyer-told-us-really-shook-my-confidence-in-our-setup-for-auto-detailers-in-dallas-san-diego.html
102	9	28	large	a-seller-on-our-marketplace-used-a-fake-id-and-we-had-no-idea-until-a-buyer-told-us-really-shook-my-confidence-in-our-setup-for-bookkeepers-in-portland-san-diego.html
102	9	28	large	a-seller-on-our-marketplace-used-a-fake-id-and-we-had-no-idea-until-a-buyer-told-us-really-shook-my-confidence-in-our-setup-for-car-washes-in-los-angeles-san-diego.html
102	9	28	large	a-seller-on-our-marketplace-used-a-fake-id-and-we-had-no-idea-until-a-buyer-told-us-really-shook-my-confidence-in-our-setup-for-coffee-shops-in-miami-san-diego.html
102	9	28	large	a-seller-on-our-marketplace-used-a-fake-id-and-we-had-no-idea-until-a-buyer-told-us-really-shook-my-confidence-in-our-setup-for-coffee-shops-in-phoenix-san-diego.html
